,token,total_count
3645,omogeneo,41382
3481,beneficiario,41380
3908,estetico,41373
3951,esplosione,41354
3716,sommare,41344
4095,orchestra,41337
3822,celebrazione,41322
3947,coltivare,41322
3561,recepire,41298
3772,Enzo,41295
4449,destro,41291
3589,prospettare,41249
4291,Castello,41243
3677,saldo,41217
4177,gigante,41210
3726,eccellenza,41209
3491,automaticamente,41203
4772,sovrano,41200
3748,razionale,41181
4048,Gerusalemme,41171
3587,soffermare,41150
3874,procurare,41120
3982,apparentemente,41096
3917,elegante,41073
3852,mafia,41072
3773,assente,41057
3664,U,41055
3769,odiare,41035
4060,Rosa,41002
3675,concessionario,40992
3711,competitivo,40966
3679,dettagliato,40938
4268,password,40933
3907,esplodere,40921
3505,scad,40916
3764,siccome,40914
4314,femmina,40881
4064,discreto,40865
4606,dotato,40862
3807,viceversa,40851
3899,Francesca,40827
3811,logico,40826
3833,costantemente,40823
3763,naso,40821
3868,filmato,40805
3669,chirurgia,40800
4148,Radio,40793
4036,DVD,40790
3766,precario,40783
3935,dramma,40767
3963,palco,40763
4142,ritratto,40753
3673,paradiso,40730
3870,illuminare,40713
3986,etnico,40675
4988,facciata,40674
3844,autobus,40671
3718,pastorale,40652
3989,nonno,40635
3939,emittente,40623
3780,difficilmente,40594
3997,super,40584
3958,Costa,40581
3839,cacciatore,40514
3871,contempo,40510
3978,magia,40506
3527,Cisl,40485
3843,organizzato,40462
4083,El,40437
4243,governatore,40426
3690,certificare,40419
4046,Milan,40362
3890,indiretto,40359
3795,esaurire,40355
4556,ottanta,40338
4176,pop,40337
3715,operato,40313
3859,insegna,40273
3791,divertimento,40273
4231,litro,40257
3722,pasto,40255
4136,satellite,40243
3736,k,40241
4414,Canada,40229
3816,quaranta,40221
3875,network,40182
4226,fusione,40083
3549,deliberare,40060
4301,dipingere,40050
3551,iter,40045
3827,semplificare,40003
3920,allestire,39990
3805,periferico,39987
3775,color,39935
3555,prenotazione,39909
3996,vegetale,39872
3806,rubrica,39865
3900,stupire,39848
3562,dpr,39828
3566,Mediterraneo,39802
3567,competitività,39800
3569,corredare,39772
4219,sorgente,39769
4047,grandezza,39741
4640,regina,39738
3886,abbracciare,39714
4175,alpino,39713
3741,Telecom,39702
3571,D.Lgs.,39678
4174,sostenitore,39662
3919,J.,39657
3916,millennio,39646
4377,immaginario,39637
3687,applauso,39620
3887,illegale,39617
4666,argento,39610
3926,Vicenza,39578
4058,ballare,39577
4086,staccare,39567
3577,felicità,39556
3578,notificare,39552
4411,fama,39502
3580,dirigenziale,39501
4167,cerchio,39480
4741,esordio,39478
4105,lombardo,39467
3830,missionario,39416
4000,Giuliano,39411
3857,organizzatore,39404
5059,altare,39395
3738,V.,39388
3588,contributivo,39385
4680,caratteristico,39374
3705,copyright,39370
3593,avvalere,39349
4027,maschera,39342
4169,documentario,39330
3595,censura,39328
3840,sonno,39324
3598,patrimoniale,39303
3756,privilegiare,39244
4223,Argentina,39237
3743,contemplare,39223
3872,viola,39207
4547,Australia,39165
3608,prioritario,39162
3776,mutamento,39158
4609,erede,39149
4034,Fabrizio,39146
3940,cattedra,39144
4098,ricadere,39142
4193,napoletano,39094
3611,***,39079
3770,qualitativo,39074
4863,XX,39051
3799,rilanciare,39045
4217,settimo,39023
3853,lacrima,39019
3819,mica,39019
3915,interfaccia,39004
6348,marina,38996
3618,Thread,38986
3824,levare,38957
4332,massiccio,38941
3953,incoraggiare,38925
3960,ideologia,38880
3803,inflazione,38862
4424,conosciuto,38849
3737,addossare,38831
3905,accrescere,38825
5299,cappella,38824
3628,DS-U,38816
4044,performance,38815
3815,accettazione,38805
3631,gestionale,38776
3867,vocazione,38770
4121,festeggiare,38735
3636,semplificazione,38717
4846,austriaco,38711
3959,en,38696
3877,sistemazione,38671
3826,cooperativo,38659
3906,multinazionale,38657
4428,zio,38652
3641,incentivare,38642
3642,liberamente,38634
3998,restante,38593
4043,Sport,38584
4836,laterale,38575
3644,Posts,38558
3863,presidio,38545
3988,tenuta,38520
4055,Turchia,38511
4326,cast,38467
3653,Inps,38464
3654,intensità,38460
4062,dominante,38446
3768,cartella,38439
3829,database,38427
4509,XII,38357
3981,moltiplicare,38353
3660,---,38342
4108,collo,38336
3661,emanazione,38320
3943,Ancona,38272
3825,fumare,38256
3668,applicativo,38254
4235,rifugio,38248
3793,gratis,38231
3672,probabilità,38218
4072,mossa,38210
3828,IP,38199
3674,convertito,38185
3961,invocare,38134
4032,numerico,38129
4238,repubblicano,38118
3993,bottiglia,38109
3681,carità,38108
4393,vicinanza,38076
4477,successione,38072
4063,remoto,38048
3902,altrui,38041
3684,Ciampi,38023
3685,alcune,38017
4051,pastore,38008
3686,Rutelli,37998
4765,invasione,37996
4128,versante,37982
3869,convivenza,37965
3855,mediazione,37938
4363,appartenente,37904
4548,comandare,37902
4396,metallo,37894
4205,allenare,37882
3691,unificato,37875
3810,download,37870
4259,All,37867
4093,immergere,37832
4109,acuto,37807
3814,incentivo,37803
4065,severo,37802
4233,cella,37800
3991,allenamento,37791
4331,console,37782
4127,Vaticano,37780
3979,assolvere,37744
3697,continuamente,37736
3990,affascinante,37729
3885,municipale,37704
3702,cessazione,37693
4263,affacciare,37679
4327,singolare,37652
4251,porzione,37621
3708,triennio,37609
4042,adolescente,37608
3889,contestazione,37587
3864,Saddam,37582
4021,agrario,37550
4152,fiamma,37545
3714,doc,37542
4216,rottura,37516
4245,supporre,37501
3721,conseguimento,37474
4056,riscontro,37463
4079,mitico,37463
3723,contabilità,37441
3727,FI,37412
4070,dieta,37366
4160,sardo,37349
3987,aderente,37340
3732,impossibilità,37340
4296,scandalo,37290
4655,sigla,37287
3985,trasparente,37284
5397,nessuna,37273
4292,cristianesimo,37247
3913,PS,37244
3896,regio,37234
5316,settentrionale,37227
3739,puntuale,37223
4019,banale,37223
3740,premettere,37222
4568,tardo,37215
3929,prevalente,37206
4024,innocente,37199
4110,periferia,37192
3976,rettore,37182
4188,disperato,37169
4180,eccellente,37138
4053,ferita,37133
4074,etica,37067
4150,mortale,37055
4460,Oscar,37052
3928,fiero,37045
3754,penitenziario,37038
4173,sabbia,37025
3932,laureato,37020
4088,maturo,37009
3992,contingente,37003
4300,scoppiare,36984
3955,insufficiente,36977
3757,consultivo,36966
3760,motivato,36956
4075,Linux,36942
4111,zucchero,36931
4210,sistemare,36899
4194,veneto,36889
4107,birra,36888
3936,pazienza,36878
4426,invadere,36834
4002,solitudine,36815
3946,ebbene,36760
4392,copertina,36756
4437,matrice,36748
4422,invernale,36703
3941,incidenza,36678
4026,munire,36665
3945,conseguentemente,36659
4106,alba,36654
5208,duca,36651
3966,dottorato,36625
4035,Fini,36624
4397,composto,36623
4389,rotta,36599
4012,resoconto,36594
4452,riva,36591
4102,Liguria,36587
5228,imperiale,36580
3779,riqualificazione,36559
3995,decadenza,36553
5008,nipote,36548
4080,genio,36536
4255,invenzione,36532
3949,equo,36524
4236,Salerno,36523
4018,nascosto,36507
3970,privacy,36499
3782,ampiamente,36484
3785,locazione,36465
4099,Afghanistan,36463
4190,urlare,36442
4312,benzina,36427
3792,feria,36422
4125,inquadrare,36419
3794,finanziaria,36404
3796,correttamente,36395
4345,isolare,36394
5452,ovest,36389
3797,§,36388
4156,sopravvivenza,36369
4272,marino,36365
4225,repertorio,36357
4416,Dante,36344
4119,terrore,36333
3804,Subject,36330
3968,page,36327
4025,ragionamento,36315
4003,ragionare,36313
4029,interiore,36297
4049,monetario,36283
4179,avvolgere,36260
3809,rifondazione,36243
4007,respiro,36242
4646,nazista,36238
4166,coperto,36238
4348,costoso,36234
4234,seggio,36202
4071,formaggio,36194
4131,man,36191
4577,posizionare,36186
4137,telefonata,36181
4413,Martino,36171
4116,essenza,36154
3817,collocamento,36153
4041,lavare,36129
4185,gloria,36106
4120,interruzione,36092
4978,Nato,36088
4208,conservatore,36061
4078,illusione,36039
3831,Uil,36030
3832,padrona|padrone,36017
3834,proroga,35994
4322,termico,35993
4558,striscia,35990
3835,capogruppo,35987
4677,Harry,35981
3838,Enel,35980
4006,rotondo,35971
4228,rigoroso,35958
3841,unicamente,35948
3842,mansione,35945
3973,on-line,35935
4774,fallire,35930
4501,schiavo,35922
4461,ispirazione,35921
4092,trascurare,35905
3983,v,35894
3847,giustamente,35892
4364,scomparsa,35872
4010,negoziato,35850
4122,armonia,35838
4482,gay,35833
3851,salute|saluto,35829
4144,costruttivo,35810
4162,incrociare,35805
4199,Treviso,35803
4521,with,35803
3854,subordinare,35798
4037,ansia,35797
3856,cit,35797
4310,tradire,35789
4374,VIII,35781
4258,sincero,35763
3860,D.M.,35715
4038,art,35710
4030,sconto,35709
3861,inteso,35697
4112,ingrediente,35692
4366,caricare,35684
4239,nervoso,35684
4248,stasera,35661
4747,scultura,35656
4186,new,35655
4250,incapace,35646
4285,impulso,35629
4118,stimolo,35624
4157,tasto,35611
5636,raffigurare,35578
4123,dedurre,35571
4438,ribelle,35566
3876,vigere,35545
3880,stage,35519
4081,beneficiare,35517
4443,combinazione,35508
3881,po,35502
3883,programmatico,35470
4114,tasca,35466
4454,adattamento,35438
4154,staff,35437
4551,allungare,35406
4512,cacciare,35391
4183,Giancarlo,35367
4662,comico,35356
3892,lentamente,35320
4168,forno,35307
4580,consecutivo,35306
3893,limitatamente,35299
3894,occupazionale,35283
4189,fascino,35269
4066,centrodestra,35262
3897,abilitare,35244
4022,modulare,35237
4344,fascismo,35235
4430,minerale,35222
4370,scorta,35213
3904,Istat,35211
4834,borgo,35184
3911,consiliare,35167
4203,bicicletta,35162
4082,valenza,35139
4206,accontentare,35136
4524,sceneggiatura,35130
3914,ricevimento,35108
4050,condivisione,35098
4275,vent',35069
4182,aggiornato,35060
3918,notifica,35058
4293,intimo,35031
3921,veterinario,35010
4170,sintetico,34988
4946,tomba,34985
5045,Los,34971
4059,biennio,34950
5436,divisa,34945
3925,papà,34944
4496,Inter,34936
4040,Moratti,34910
4375,intermedio,34891
4227,adorare,34877
3933,giurisdizionale,34867
3934,:-),34866
4844,olimpico,34860
6124,disputare,34843
4289,proiettare,34829
4202,odore,34793
4406,privilegio,34779
3938,prorogare,34758
4195,acceso,34755
4371,accumulare,34737
4146,consistenza,34736
4736,Mosca,34734
4134,roba,34724
4054,inoltrare,34723
4271,News,34710
5734,XIX,34686
3944,comprensivo,34673
4165,Umbria,34655
4369,disastro,34650
4340,rivendicare,34635
4200,nido,34634
4277,ugualmente,34634
4221,educare,34615
4394,discesa,34601
4288,sbagliato,34601
4115,ricovero,34599
3952,am,34594
4117,conclusivo,34592
3954,stretta,34579
4313,regalo,34576
4191,portavoce,34567
4159,Sapienza,34560
4284,instaurare,34558
4138,medicinale,34540
3957,benvenuto,34535
4356,adibire,34504
4615,costruttore,34497
4104,immissione,34492
3962,regolamentazione,34477
4172,extra,34465
4090,raccomandazione,34465
4164,m.,34433
3965,risedere|risiedere,34430
4343,contenitore,34429
3967,attrice,34419
4126,ragionevole,34404
3971,collegiale,34400
3972,cittadina,34399
4244,el,34399
4433,orizzontale,34383
4467,salone,34372
4435,folla,34359
3974,sommario,34357
3975,lavoratrice,34338
4842,olandese,34327
4575,Red,34315
4419,stavolta,34297
3977,agenda,34292
4274,Rimini,34288
4155,osso,34279
5159,City,34276
4237,Gianfranco,34260
4860,svizzero,34232
3984,criminalità,34222
4319,icona,34172
4325,proporzione,34160
4153,cazzo,34150
4201,rimedio,34134
4485,coltivazione,34118
4483,proteina,34102
4242,scaturire,34097
4316,diavolo,34091
4264,perdonare,34081
4337,tributo,34076
4287,compromesso,34052
3994,attualità,34050
4555,bit,34046
4257,libretto,34040
4776,Leone,34039
4493,Marcello,34028
5563,monastero,34027
4347,suggestivo,34005
4589,Elena,33983
4603,tonnellata,33975
4254,Fiorentina,33971
4001,domicilio,33967
4241,apparecchiatura,33952
4198,bicchiere,33909
4753,ghiaccio,33904
4418,convenzionale,33883
4192,annualmente,33861
4229,autorevole,33857
4147,dichiarato,33856
4212,equivalere,33849
4712,Emanuele,33831
4550,Gabriele,33822
4262,terroristico,33816
4187,compimento,33811
4009,potenziamento,33802
4475,this,33797
4869,ecclesiastico,33776
4486,Teresa,33771
4151,rifugiato,33760
4297,inviato,33755
4439,incerto,33746
4829,Tom,33721
4436,star,33707
4013,igiene,33703
4423,spezzare,33689
4015,creatività,33670
4016,tanti,33668
4017,tirocinio,33666
4290,browser,33639
4249,sviluppato,33633
4420,buco,33626
4261,integrante,33594
4794,Alpi,33590
4455,svelare,33590
4629,du,33578
4383,immettere,33561
4311,debolezza,33531
4617,Tommaso,33511
4028,gratuitamente,33477
4318,pescatore,33463
4265,oliva,33463
4505,that,33458
4381,donazione,33456
4804,particella,33455
4358,stendere,33433
4281,osare,33427
4525,Diego,33422
4031,specialità,33420
4376,tracciare,33398
4466,repressione,33394
4456,Alleanza,33389
4267,marca,33386
4432,cattura,33376
4722,resa,33364
4181,degradare,33348
4553,fibra,33290
4273,tacere,33285
4704,Marino,33278
4333,apostolo,33262
4224,dinanzi,33261
4230,telefonare,33261
4788,replica,33256
5085,Martin,33242
4045,prelievo,33239
4282,orgoglio,33198
4305,profumo,33196
4725,abitato,33176
4532,velocemente,33170
4936,terremoto,33168
4500,corteo,33167
4253,importazione,33157
4727,Van,33150
4209,salvaguardare,33143
4336,narrativo,33142
4798,prigione,33137
4352,piscina,33129
4415,conversazione,33085
4061,pio,33081
4342,sequestro,33080
4324,respirare,33053
4463,cancro,33042
4499,spot,33037
4068,astensione,33035
4828,notevolmente,33014
5453,rivolta,33013
4513,colorato,32999
4076,disabilità,32985
4387,esaltare,32973
4373,illuminazione,32935
4491,Conti,32934
4538,spessore,32926
4515,selvaggio,32918
4350,Grosseto,32893
5232,National,32865
4351,lieve,32854
4487,spettacolare,32828
4089,differenziato,32826
4749,alternare,32821
4619,pannello,32820
4898,letteralmente,32815
4091,progettuale,32808
4307,approfondito,32803
4867,Benedetto,32786
4710,jazz,32778
4831,Madrid,32778
4094,L.R.,32768
4270,flessibile,32765
4096,semestre,32748
5019,Pio,32734
4529,fantasma,32730
4611,attrarre,32728
4440,piegare,32715
4464,Cuba,32715
4252,Alema,32712
4101,pensionistico,32700
4103,Tar,32678
5165,Polonia,32670
5333,colonia,32648
4317,disturbare,32642
4334,avvisare,32627
4341,salario,32608
4361,fregare,32584
4269,omettere,32566
4506,propaganda,32545
5047,celeste,32542
4315,eletto,32532
5936,affresco,32524
4470,infezione,32518
4113,smaltimento,32504
4354,bonifica,32496
4958,brillante,32494
4917,acciaio,32468
5026,vocale,32444
4320,Aids,32432
4976,corda,32399
5278,Messico,32390
4124,par,32386
4474,acustico,32383
4129,attinente,32342
4894,vendetta,32332
4382,navigare,32327
4372,pronuncia,32323
4133,bibliotecario,32317
4323,serra,32308
4380,affitto,32302
5293,corona,32286
4590,invisibile,32277
4817,lineare,32275
4140,rivisto,32248
4321,esigere,32248
4954,vergogna,32242
4545,pallone,32241
4141,amica,32238
4368,u,32235
4357,mobilitazione,32229
4143,**,32227
4145,perplessità,32224
4720,Agostino,32210
4733,inseguire,32170
4407,psichico,32164
4820,combinare,32151
4543,superficiale,32142
4158,CCNL,32128
4328,vincolare,32126
4692,Lucia,32125
4161,byte,32101
4480,accelerare,32089
4578,transizione,32067
4304,rilancio,32043
4559,abbigliamento,32034
4346,relazionare,31977
4171,maturità,31975
4716,gomma,31962
4523,irregolare,31929
5816,giu,31928
4991,binario,31927
4561,furto,31926
5133,Torre,31886
4471,commerciante,31886
4519,gola,31885
4849,magnetico,31854
5062,diametro,31837
4488,pretesa,31828
4359,ca,31790
4884,Walter,31761
4184,px,31761
4759,Livorno,31756
5449,Richard,31755
4628,uniforme,31753
5418,videogioco,31743
4918,brasiliano,31736
4724,cortile,31672
4338,estratto,31663
4592,pacifico,31661
4495,copiare,31654
4544,moderato,31653
4745,salita,31651
4511,hardware,31644
4453,spuntare,31642
5384,California,31631
4734,Renato,31628
4367,aspirante,31626
4349,accompagnamento,31615
4835,romantico,31586
4197,restituzione,31575
4554,centrare,31565
4890,differenziare,31557
4402,correzione,31548
4803,intervallo,31536
4630,avanguardia,31534
4535,distacco,31530
4621,grafica,31524
6125,XVI,31519
4684,mago,31511
4204,domiciliare,31500
4207,collettività,31489
4564,adoperare,31471
4520,emotivo,31469
4517,stanziare,31455
4388,scherzare,31437
4405,cancellazione,31423
4637,filtro,31420
4573,riaprire,31409
4605,multiplo,31401
4410,trainare,31399
4353,permanere,31398
4469,cronico,31374
4211,pil,31365
4566,ironia,31358
4700,strappare,31348
4213,fruizione,31336
4608,magazzino,31335
4214,consulta,31331
5120,Svezia,31328
4390,licenziamento,31325
4972,Belgio,31293
4218,nostra,31283
4502,orrore,31280
4472,inferno,31278
4220,attuativo,31275
4222,sottoscrizione,31251
5272,dopoguerra,31249
4539,ispettore,31243
4379,sua,31240
4408,somministrazione,31235
4398,albanese,31234
4448,custodia,31227
4618,stesura,31221
4714,pugno,31215
4232,conoscitivo,31196
4806,Rossa,31195
4240,innanzi,31170
4721,mafioso,31169
4750,macchia,31168
4504,multa,31165
4839,custodire,31164
5304,demografico,31144
4378,abbonamento,31142
4462,analitico,31130
6464,trono,31124
4246,unitamente,31108
4247,lordo,31102
4752,cornice,31069
4874,Olanda,31055
4549,follia,31054
4622,traguardo,31042
4653,compromettere,31019
4627,Islam,31010
4256,ultima,31005
4790,Pavia,30999
4494,abitativo,30972
4941,sconosciuto,30948
4459,cognitivo,30925
4260,perso,30915
4542,amaro,30914
4645,discendere,30913
4441,I.,30912
4557,smentire,30907
4569,offendere,30907
4401,appropriato,30906
4601,ausilio,30902
4899,grotta,30890
4604,sedia,30889
4531,inevitabilmente,30886
4719,vincente,30877
4266,espletamento,30869
4739,aggirare,30861
5069,pianura,30860
5097,frammento,30833
4540,varare,30792
4429,legittimare,30776
4597,pregio,30769
4685,nono,30758
5363,calciatore,30757
4588,potenziare,30736
4434,interpretativo,30732
4635,prelevare,30713
5686,XIII,30689
4278,istruttoria,30674
4490,May,30674
4279,saio,30672
4754,Lecce,30647
8030,file,30644
4280,associativo,30632
4283,legalità,30609
4541,cartello,30607
4789,fauna,30599
4286,compatibilità,30589
4857,argentino,30584
4744,corruzione,30574
5124,ideare,30567
4805,oramai,30554
4612,incluso,30542
5890,William,30541
4634,proporzionale,30541
4952,annesso,30524
4295,s.r.l.,30507
5551,padrone,30493
4536,vizio,30488
4675,brevetto,30485
4298,fabbisogno,30480
4497,cuocere,30480
4861,precipitare,30476
4299,Prev,30473
4657,ricominciare,30469
4962,SS,30466
4711,sfiorare,30464
4492,colazione,30457
4623,fidare,30452
4302,sè,30452
4563,astratto,30435
4903,rimozione,30427
4303,adeguatamente,30418
4641,addio,30416
4533,volentieri,30388
4682,ostacolare,30370
4782,vano,30369
4306,processuale,30369
4507,pulsante,30363
4921,cadavere,30362
4756,fingere,30351
4696,consueto,30348
4308,decorrenza,30343
4309,à,30337
4687,scatola,30335
4688,Udine,30306
